"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"thinkers","մտածող","мыслитель","C1","noun","8889"
"strata","strata","strata","C1","noun","8890"
"inclination","թեքություն","охота","C1","noun","8891"
"honesty","ազնվություն, անկեղծություն","честность","C1","noun","8892"
"damp","խոնավություն, թացություն","погасить","C1","noun","8893"
"orbital","orbital","орбитальный","C1","noun","8894"
"friedrich","friedrich","friedrich","C1","noun","8895"
"societal","societal","societal","C1","noun","8896"
"pulses","pulses","пульс","C1","noun","8897"
"linkage","միացում, կապ","linkage","C1","noun","8898"
"succeeding","հաջորդ","удаться","C1","adjective","8899"
"ideally","իդեալական","идеал","C1","adverb","8900"
"anticipation","նախատեսում, ակնկալիք, սպասելիք","предвкушение","C1","noun","8901"
"differentiate","տարբեր(վ)ել, զանազան(վ)ել","дифференцировать","C1","verb","8902"
"madness","խելագարություն, կատաղություն","безумие","C1","noun","8903"
"proving","ապացուցել","оказываться","C1","verb","8904"
"roses","վարդ","роза","C1","noun","8905"
"modulation","երժշ","модуляция","C1","noun","8906"
"textual","տեքստային, տեքստինվերաբերող","текстовой","C1","adjective","8907"
"enlightened","լուսավորված, կրթված","просвещённый","C1","adjective","8908"
"ag","ag","ag","C1","noun","8909"
"patrol","patrol","патруль","C1","noun","8910"
"wa","wa","wa","C1","noun","8911"
"betty","betty","betty","C1","noun","8912"
"catching","վարակիչ","ловля","C1","adjective","8913"
"wastes","թափթփուկներ, մնացուկներ","отходы","C1","noun","8914"
"caroline","caroline","caroline","C1","noun","8915"
"descending","իջնել, ցածիջնել","нисходящий","C1","verb","8916"
"tiger","վագր","тигр","C1","noun","8917"
"gambling","մոլեխաղ, վտանգավորգործ, ռիսկ","картёжный","C1","verb","8918"
"waved","ալիք","завитой","C1","verb","8919"
"artifacts","մարդուձեռքիգործ","artifacts","C1","noun","8920"
"solo","երժշ","соло","C1","noun","8921"
"gasoline","gasoline","бензин","C1","noun","8922"
"insignificant","աննշան, չնչին","невидный","C1","adjective","8923"
"shit","shit","дерьмо","C1","noun","8924"
"blew","blew","blew","C1","noun","8925"
"bonding","կապ","связь","C1","verb","8926"
"breeze","թեթևքամի, զեփյուռ","ветер","C1","noun","8927"
"famine","սով, քաղց","голод","C1","noun","8928"
"lobby","lobby","передняя","C1","noun","8929"
"czech","czech","чех","C1","noun","8930"
"sterling","ֆին","высокопробный","C1","noun","8931"
"metaphysics","metaphysics","метафизика","C1","noun","8932"
"discourses","խոսք, զրույց","речь","C1","noun","8933"
"penetrate","թափանցել, ներթափանցել","проникнуть","C1","verb","8934"
"cortical","cortical","корковый","C1","noun","8935"
"pants","տղամարդուներքնազգեստ","брюки","C1","noun","8936"
"etc","etc","бредовый","C1","noun","8937"
"embarrassed","շփոթեցնել, շվարեցնել","потерянный","C1","verb","8938"
"yeast","թթխմոր, մակարդ","дрожжи","C1","noun","8939"
"abbey","աբբայություն, վանք","монастырь","C1","noun","8940"
"bailey","bailey","bailey","C1","noun","8941"
"progressively","առաջընթացորեն","передовой","C1","adverb","8942"
"salad","աղցան, սալաթ, վինեգրետ","салат","C1","noun","8943"
"unequal","անհավասար","неровный","C1","adjective","8944"
"persisted","համառել","настаивать","C1","verb","8945"
"speculative","մտահայեցողական","рискованный","C1","adjective","8946"
"imperfect","անկատար, թերի, թերակատար","дефектный","C1","adjective","8947"
"burma","burma","burma","C1","noun","8948"
"dave","dave","dave","C1","noun","8949"
"summoned","կոչել, կանչել","вызвать","C1","verb","8950"
"supp","supp","supp","C1","noun","8951"
"pagan","pagan","язычник","C1","noun","8952"
"permitting","թույլտվություն, անցագիր","разрешение","C1","verb","8953"
"interestingly","հետաքրքիր, հետաքրքրական","интересно","C1","adverb","8954"
"contracted","կրճատված","сокращённый","C1","adjective","8955"
"lent","կրոն","заимообразный","C1","noun","8956"
"threaten","սպառնալ","грозить","C1","verb","8957"
"infancy","մանկություն","малолетство","C1","noun","8958"
"transmit","փոխանցել, հաղորդել, ուղարկել","передать","C1","verb","8959"
"withdrew","withdrew","withdrew","C1","noun","8960"
"administer","կառավարել, ղեկավարել","administer","C1","verb","8961"
"easter","easter","пасха","C1","noun","8962"
"transitional","անցման, միջակա","переходный","C1","adjective","8963"
"multiplied","մաթ","размножаться","C1","verb","8964"
"dosage","դեղաքանակ, դոզա","дозировка","C1","noun","8965"
"socialization","socialization","социализация","C1","noun","8966"
"generalization","ընդհանրացում","обобщение","C1","noun","8967"
"repairs","նորոգում, վերանորոգում","ремонт","C1","noun","8968"
"equitable","արդարադատ, անաչառ","equitable","C1","adjective","8969"
"reformers","բարեփոխիչ, բարենորոգիչ","реформатор","C1","noun","8970"
"corrections","ուղղում, ստուգում","корректирование","C1","noun","8971"
"copying","օրինակ (գրքիևայլն)","переписка","C1","verb","8972"
"worthwhile","worthwhile","стоящий","C1","noun","8973"
"feathers","feathers","перо","C1","noun","8974"
"communicated","հաղորդել, հայտնել","сообщить","C1","verb","8975"
"einstein","einstein","einstein","C1","noun","8976"
"venus","venus","Венера","C1","noun","8977"
"moderately","որոշհաջողությունունենալ/հասնել","умерить","C1","adverb","8978"
"metric","metric","метрический","C1","noun","8979"
"reich","reich","reich","C1","noun","8980"
"bat","չղջիկ","бита","C1","noun","8981"
"brethren","brethren","brethren","C1","noun","8982"
"acoustic","ձայնական, ձայնաբանական","слуховой","C1","adjective","8983"
"residues","մնացորդ","остаток","C1","noun","8984"
"adjusting","ճշգրտել, կարգավորել (սարքերևայլն)","регулирование","C1","verb","8985"
"magistrate","իրավ","magistrate","C1","noun","8986"
"penny","պեննի (անգլիականմետաղադրամ)","пенни","C1","noun","8987"
"prophecy","մարգարեություն","предсказание","C1","noun","8988"
"mutation","փոփոխություն, փոփոխում","мутация","C1","noun","8989"
"digest","ամփոփագիր, համառոտժողովածու/ձեռնարկ","компендиум","C1","noun","8990"
"jake","jake","jake","C1","noun","8991"
"residue","մնացորդ","остаток","C1","noun","8992"
"swim","լող, լողանալը","плыть","C1","noun","8993"
"lawn","սիզամարգ, փոքրմարգագետին","батист","C1","noun","8994"
"supplying","մատակարարել","предложение","C1","verb","8995"
"scheduling","չվացուցակ, ժամանակացույց","график","C1","verb","8996"
"delaware","delaware","delaware","C1","noun","8997"
"turks","turks","турок","C1","noun","8998"
"robust","առողջ, ուժեղ","здоровый","C1","adjective","8999"
"appoint","նշանակել","назвать","C1","verb","9000"
"illumination","լուսավորություն, լուսավորում","освещение","C1","noun","9001"
"tolerate","համբերել, հանդուրժել, դիմանալ","терпеть","C1","verb","9002"
"periodically","periodically","периодически","C1","adverb","9003"
"drought","երաշտ","засуха","C1","noun","9004"
"melody","մեղեդի, եղանակ","мелодия","C1","noun","9005"
"antibiotics","անտիբիոտիկ","антибиотики","C1","noun","9006"
"psychoanalysis","հոգեվերլուծություն","psychoanalysis","C1","noun","9007"
"fare","ճանապարհածախս, տոմսիարժեք","угощение","C1","noun","9008"
"dominion","իշխանություն","владычество","C1","noun","9009"
"persist","համառել","настаивать","C1","verb","9010"
"macdonald","macdonald","macdonald","C1","noun","9011"
"reminds","հիշեցնել","напоминать","C1","noun","9012"
"discovering","հայտնաբերել, երևանբերել","открыть","C1","verb","9013"
"cooperate","cooperate","cooperate","C1","noun","9014"
"wesley","wesley","wesley","C1","noun","9015"
"chooses","ընտրել","выбрать","C1","noun","9016"
"simpson","simpson","simpson","C1","noun","9017"
"panama","(նաև ) ամառայինգլխարկ, պանամա","Панама","C1","noun","9018"
"glimpse","ակնարկ, վայրկյանականհայացք","glimpse","C1","noun","9019"
"yielding","տնտ","уступчивый","C1","verb","9020"
"comprise","ընդգրկել, բովանդակել, պարունակել","comprise","C1","verb","9021"
"passim","passim","passim","C1","noun","9022"
"minneapolis","minneapolis","minneapolis","C1","noun","9023"
"warner","warner","warner","C1","noun","9024"
"julian","julian","julian","C1","noun","9025"
"cox","cox","cox","C1","noun","9026"
"transforming","փոխակերպել, ձևափոխել, կերպարանափոխել","трансформировать","C1","verb","9027"
"allegiance","allegiance","allegiance","C1","noun","9028"
"posted","սյուն, ձող","пост","C1","verb","9029"
"raid","հարձակում","поиск","C1","noun","9030"
"overt","overt","открытый","C1","noun","9031"
"tickets","տոմս, տոմսակ","номерной","C1","noun","9032"
"contractors","կապալառու","подрядчик","C1","noun","9033"
"nos","nos","nos","C1","noun","9034"
"deprivation","զրկում, կորուստ, զրկանք","лишение","C1","noun","9035"
"asserts","հաստատել, պաշտպանել","утвердить","C1","noun","9036"
"rotating","պտտ(վ)ել, հերթափոխ(վ)ել","вращаться","C1","verb","9037"
"substituting","փոխարինող, փոխանյութ","замена","C1","verb","9038"
"anesthesia","anesthesia","anesthesia","C1","noun","9039"
"carpet","գորգ","ковёр","C1","noun","9040"
"eng","eng","eng","C1","noun","9041"
"dye","ներկ, գույն, ներկվածք","краска","C1","noun","9042"
"responds","պատասխանել","ответить","C1","noun","9043"
"slid","slid","slid","C1","noun","9044"
"indicative","հատկանշական, բնորոշ","indicative","C1","noun","9045"
"gonna","gonna","gonna","C1","noun","9046"
"graphs","գծագիր, դիագրամ","график","C1","noun","9047"
"predictable","գուշակելի, կանխատեսելի","predictable","C1","adjective","9048"
"suffice","բավականացնել, բավարարել","хватать","C1","verb","9049"
"registers","գրանցում, գրանցմանմատյան","журнал","C1","noun","9050"
"replication","replication","replication","C1","noun","9051"
"grande","grande","grande","C1","noun","9052"
"maximize","maximize","maximize","C1","noun","9053"
"maize","եգիպտացորեն","кукуруза","C1","noun","9054"
"gabriel","gabriel","gabriel","C1","noun","9055"
"dewey","dewey","dewey","C1","noun","9056"
"exam","խսկց","экзамен","C1","noun","9057"
"decorative","գեղազարդային, դեկորատիվ","декоративный","C1","adjective","9058"
"symbolism","symbolism","символика","C1","noun","9059"
"bourgeoisie","բուրժուազիա","буржуазия","C1","noun","9060"
"integrating","ամբողջությունկազմել, միացնել","интегрировать","C1","verb","9061"
"prairie","ընդարձակտափաստան","прерия","C1","noun","9062"
"dakota","dakota","dakota","C1","noun","9063"
"catalyst","catalyst","катализатор","C1","noun","9064"
"disruption","խզում, պառակտում, ճեղքում","disruption","C1","noun","9065"
"twist","ոլորան, պտույտ, գալար","вывёртывать","C1","noun","9066"
"anticipate","նախատեսել, կանխատեսել","ожидать","C1","verb","9067"
"sensations","զգայություն, զգացողություն","ощущение","C1","noun","9068"
"devote","նվիրել, նվիրվել","посвятить","C1","verb","9069"
"athletic","մարմնամարզություն, մարմնամարզական","атлетичный","C1","noun","9070"
"interfaces","փոխգործողություն","interfaces","C1","noun","9071"
"signing","նշան","подписание","C1","verb","9072"
"painters","նկարիչ, գեղանկարիչ","художник","C1","noun","9073"
"logs","logs","logs","C1","noun","9074"
"encourages","խրախուսել, քաջալերել, աջակցել","поощрять","C1","noun","9075"
"reluctance","դժկամություն, չկամենալը","неохота","C1","noun","9076"
"incompatible","անհամատեղելի","непримиримый","C1","adjective","9077"
"righteousness","արդարացի, իրավացի","праведный","C1","noun","9078"
"featured","հատկանիշ","момент","C1","verb","9079"
"claude","claude","claude","C1","noun","9080"
"lamps","լամպ, լապտեր, ջահ","фонарный","C1","noun","9081"
"collectively","միատեղ, միացյալ, հավաքական","коллективно","C1","adverb","9082"
"malcolm","malcolm","malcolm","C1","noun","9083"
"lymph","ֆիզլ","лимфа","C1","noun","9084"
"torah","torah","torah","C1","noun","9085"
"automated","automated","автоматизированный","C1","verb","9086"
"retaining","պահել, պահպանել","оставить","C1","verb","9087"
"collateral","երկրորդական, օժանդակ","побочный","C1","adjective","9088"
"longest","երկարժամանակամիջոց","подолгу","C1","noun","9089"
"martial","զինվորական, ռազմական","воинский","C1","adjective","9090"
"validation","հաստատում, վավերացում","validation","C1","noun","9091"
"flavor","flavor","flavor","C1","noun","9092"
"mutations","փոփոխություն, փոփոխում","мутация","C1","noun","9093"
"witch","witch","ведьма","C1","noun","9094"
"undergraduate","undergraduate","undergraduate","C1","noun","9095"
"toll","տուրք, գանձում (ճանապարհի)","toll","C1","noun","9096"
"bombs","bombs","бомба","C1","noun","9097"
"fortress","ամրոց, բերդ","крепость","C1","noun","9098"
"protests","բողոք","протест","C1","noun","9099"
"ventures","ռիսկ, խիզախում","затея","C1","noun","9100"
"computational","հաշվողական","computational","C1","adjective","9101"
"protested","բողոք","протест","C1","verb","9102"
"herd","(նաև ) հոտ/նախիրկազմել","стадо","C1","verb","9103"
"warsaw","warsaw","warsaw","C1","noun","9104"
"suppress","ճնշել, ընկճել","закрыть","C1","verb","9105"
"toy","խաղալիք, զվարճալիք","игрушка","C1","noun","9106"
"broadway","broadway","broadway","C1","noun","9107"
"formations","կազմում, ձևավորում","образование","C1","noun","9108"
"implicitly","ենթադրվող, թաքնված","беспрекословно","C1","adverb","9109"
"regeneration","վերածնունդ","перерождение","C1","noun","9110"
"bombing","ռմբակոծում","бомбёжка","C1","noun","9111"
"extremes","ծայրահեղություն, ծայրահեղաստիճան","экстремальный","C1","noun","9112"
"coated","(նաև ) վերարկու, պիջակ, թիկնոց","манто","C1","verb","9113"
"sudan","sudan","sudan","C1","noun","9114"
"spherical","գնդաձև","сферический","C1","adjective","9115"
"comprises","ընդգրկել, բովանդակել, պարունակել","comprises","C1","noun","9116"
"schema","schema","схима","C1","noun","9117"
"articulated","հոդաբաշխ, պարզ","суставной","C1","verb","9118"
"frances","frances","Франция","C1","noun","9119"
"refuses","թափթփուկներ, մնացորդներ, աղբաման","отбросы","C1","noun","9120"
"html","html","html","C1","noun","9121"
"teaspoon","teaspoon","teaspoon","C1","noun","9122"
"conferred","conferred","conferred","C1","verb","9123"
"continual","անընդհատ, մշտական, անփոփոխ","беспрестанный","C1","adjective","9124"
"duly","պատշաճկերպով, ճիշտժամանակին","duly","C1","adverb","9125"
"modelling","ձևավորում, ընդօրինակում","лепка","C1","noun","9126"
"certificates","վկայական","справка","C1","noun","9127"
"microscopic","microscopic","микроскопический","C1","noun","9128"
"sanctuary","սրբավայր, տաճար","убежище","C1","noun","9129"
"ascertain","ascertain","установить","C1","noun","9130"
"petersburg","petersburg","petersburg","C1","noun","9131"
"assistants","օգնական","товарищ","C1","noun","9132"
"glasgow","glasgow","glasgow","C1","noun","9133"
"practicing","գործունեություն, հմտություն, փորձ","практика","C1","verb","9134"
"travelled","շատճամփորդած","travelled","C1","adjective","9135"
"trusts","վստահել, հավատալ","вера","C1","noun","9136"
"exerted","գործադրել, գործիդնել","прилагать","C1","verb","9137"
"hydraulic","ջրաբաշխական, հիդրավլիկ","гидравлический","C1","adjective","9138"
"confusing","բարդ, խճճված","сбивчивый","C1","adjective","9139"
"decimal","decimal","десятичный","C1","noun","9140"
"steven","steven","steven","C1","noun","9141"
"vulnerability","vulnerability","vulnerability","C1","noun","9142"
"methyl","քիմ","метил","C1","noun","9143"
"mob","խռնվել, ամբոխվել, ամբոխովշրջապատել","чернь","C1","verb","9144"
"intravenous","ներերակային","внутривенный","C1","adjective","9145"
"eden","էդեմ, դրախտ","рай","C1","noun","9146"
"unreasonable","չհիմնավորված, անխոհեմ, անմիտ","неразумный","C1","adjective","9147"
"constructions","շինարարություն, կառուցում","строительство","C1","noun","9148"
"hesitated","տատանվել, վարանել","колебаться","C1","verb","9149"
"fi","fi","fi","C1","noun","9150"
"killer","մարդասպան","убийца","C1","noun","9151"
"morals","բարոյախոսություն, բարոյախոսականխրատ","мораль","C1","noun","9152"
"patches","կարկատան, լաթ","пятно","C1","noun","9153"
"affirmed","հաստատել, պնդել","утвердить","C1","verb","9154"
"collaborative","collaborative","collaborative","C1","noun","9155"
"fortunes","բախտ","фортуна","C1","noun","9156"
"kick","քացի, աքացի","удар","C1","noun","9157"
"edgar","edgar","edgar","C1","noun","9158"
"biographical","կենսագրական","biographical","C1","adjective","9159"
"highlights","highlights","блик","C1","noun","9160"
"unite","unite","соединить","C1","noun","9161"
"newborn","newborn","newborn","C1","noun","9162"
"edwin","edwin","edwin","C1","noun","9163"
"shy","shy","конфузливый","C1","noun","9164"
"portland","portland","portland","C1","noun","9165"
"spaniards","իսպանացի, իսպանուհի","испанец","C1","noun","9166"
"unprecedented","աննախադեպ, աննախընթաց","невиданный","C1","adjective","9167"
"dared","համարձակվել, հանդգնել","сметь","C1","verb","9168"
"overlapping","overlapping","overlapping","C1","verb","9169"
"planners","պլանավորող, պլաններկազմող","проектировщик","C1","noun","9170"
"lag","ուշացում, հապավում, հետմնալը","клёпка","C1","noun","9171"
"rousseau","rousseau","rousseau","C1","noun","9172"
"nails","կզմխ","гвоздь","C1","noun","9173"
"combines","միացնել, միավոր(վ)ել, կապակցել","комбайн","C1","noun","9174"
"learner","սովորող, աշակերտ","ученик","C1","noun","9175"
"persuasion","համոզմունք, հավատ","толк","C1","noun","9176"
"newer","newer","newer","C1","noun","9177"
"optimistic","լավատեսական, օպտիմիստական","жизнеутверждающий","C1","adjective","9178"
"instituted","ինստիտուտ (բուհ /քոլեջ)","институт","C1","verb","9179"
"vomiting","փսխել, փղձկալ","рвота","C1","verb","9180"
"metres","մետր","метр","C1","noun","9181"
"ibid.","ibid.","ibid.","C1","noun","9182"
"understandable","understandable","постижимый","C1","adjective","9183"
"dec","dec","dec","C1","noun","9184"
"cart","սայլ, սայլակառք","дроги","C1","noun","9185"
"freeze","սառնամանիք","вымораживать","C1","noun","9186"
"cheaper","cheaper","cheaper","C1","noun","9187"
"broker","առևտրամիջնորդ, միջնորդ","маклер","C1","noun","9188"
"declares","հայտարարել, հայտարարությունանել, հռչակել","заявить","C1","noun","9189"
"morrow","morrow","morrow","C1","noun","9190"
"enrolled","ցուցակագրել, անդամագրվել","поступить","C1","verb","9191"
"cues","cues","cues","C1","noun","9192"
"irrational","անբանական, անտրամաբանական","иррациональный","C1","noun","9193"
"preacher","քարոզիչ","проповедник","C1","noun","9194"
"delightful","հիանալի, սքանչելի","прелестный","C1","adjective","9195"
"nail","կզմխ","гвоздь","C1","noun","9196"
"bandwidth","bandwidth","bandwidth","C1","noun","9197"
"mesh","բջիջ (ցանց), օղակ","mesh","C1","noun","9198"
"diagnosed","ախտորոշել (հիվանդությունը)","diagnosed","C1","verb","9199"
"buck","արու (եղջերու, ճագար, նապաստակ)","самец","C1","noun","9200"
"clearer","clearer","clearer","C1","noun","9201"
"miracles","հրաշք, հրաշալիք","чудо","C1","noun","9202"
"n.j.","n.j.","n.j.","C1","noun","9203"
"michel","michel","michel","C1","noun","9204"
"disciplinary","կարգապահական, ուղղիչ","дисциплинарный","C1","adjective","9205"
"abdomen","կզմխ","живот","C1","noun","9206"
"predominant","գերակշռող, գերակշիռ","господствующий","C1","adjective","9207"
"budgets","բյուջե, ֆինանսականնախահաշիվ","бюджет","C1","noun","9208"
"beads","ուլունքահատիկ","бусы","C1","noun","9209"
"bounded","ոստյուն, ցատկ","суждено","C1","verb","9210"
"terminals","terminals","терминал","C1","noun","9211"
"sailors","նավաստի, ծովային","флотский","C1","noun","9212"
"electromagnetic","electromagnetic","электромагнитный","C1","noun","9213"
"threads","թել","нитка","C1","noun","9214"
"learns","սովորել, ուսանել, ծանոթանալ","узнать","C1","noun","9215"
"unfamiliar","անծանոթ, անհայտ","незнакомый","C1","adjective","9216"
"maxwell","maxwell","maxwell","C1","noun","9217"
"mysteries","գաղտնիք, առեղծված","тайна","C1","noun","9218"
"aux","aux","aux","C1","noun","9219"
"preferable","գերադասելի, նախապատվելի","предпочтительный","C1","adjective","9220"
"damned","խսկց","проклятый","C1","adjective","9221"
"authoritative","հեղինակավոր","властный","C1","adjective","9222"
"pilots","վարել, նավել, խուսանավել","кормчий","C1","noun","9223"
"patriotic","հայրենասիրական","отечественный","C1","adjective","9224"
"textbooks","textbooks","учебник","C1","noun","9225"
"turbulent","փոթորկալից, անհանգիստ","буйный","C1","adjective","9226"
"dock","բսբ","состыковывать","C1","noun","9227"
"winner","հաղթող, հաղթանակող","победитель","C1","noun","9228"
"johnston","johnston","johnston","C1","noun","9229"
"accessed","մուտք, մոտենալուհնարավորություն, ներթափանցում","доступ","C1","verb","9230"
"thomson","thomson","thomson","C1","noun","9231"
"jamaica","jamaica","jamaica","C1","noun","9232"
"configurations","configurations","конфигурация","C1","noun","9233"
"jr","jr","jr","C1","noun","9234"
"commanders","հրամանատար","командующий","C1","noun","9235"
"epidemic","epidemic","эпидемия","C1","noun","9236"
"sunset","արևամուտ, մայրամուտ","закат","C1","noun","9237"
"calories","ֆիզ","калория","C1","noun","9238"
"lobe","lobe","доля","C1","noun","9239"
"cyclic","պարբերական, ցիկլային","циклический","C1","adjective","9240"
"distribute","բաշխել, բաժանել","выдать","C1","verb","9241"
"cafe","սրճարան, կաֆե","кафе","C1","noun","9242"
"worldly","աշխարհ, երկիր","светский","C1","adverb","9243"
"cameras","լուսանկարչականապարատ","камера","C1","noun","9244"
"prosperous","ծաղկուն, բարգավաճ, բարեկեցիկ","достаточный","C1","adjective","9245"
"fury","կատաղություն, մոլեգնություն","ярость","C1","noun","9246"
"arrives","գալ, ժամանել, տեղհասնել","прийти","C1","noun","9247"
"norwegian","norwegian","норвежец","C1","noun","9248"
"couch","բազմոց, դիվան, թախտ","ложе","C1","noun","9249"
"steal","գողանալ, թռցնել","вытащить","C1","verb","9250"
"disastrous","աղետալի, կործանարար, կորստաբեր կորստաբերքաղաքականություն","катастрофический","C1","adjective","9251"
"drilling","վարժեցում, գայլիկոնում, հորատում","бурение","C1","noun","9252"
"henderson","henderson","henderson","C1","noun","9253"
"irs","irs","irs","C1","noun","9254"
"resin","resin","смола","C1","noun","9255"
"stark","բացարձակ, կատարյալ","stark","C1","adjective","9256"
"energetic","եռանդուն","энергичный","C1","adjective","9257"
"variants","variants","вариант","C1","noun","9258"
"invalid","հաշմանդամ (հիվանդ)","инвалид","C1","noun","9259"
"extensions","տարածում, ընդլայնում, երկարաձգում","увеличение","C1","noun","9260"
"folklore","folklore","фольклор","C1","noun","9261"
"licensed","թույլատրել, իրավունքտալ, արտոնել","licensed","C1","verb","9262"
"crest","կատար","вершина","C1","noun","9263"
"institutes","ինստիտուտ (բուհ /քոլեջ)","институт","C1","noun","9264"
"pulp","միջուկ","мякоть","C1","noun","9265"
"pad","փափուկմիջադիր, բարձիկ","лапа","C1","noun","9266"
"drained","ջրատար/դրենաժայինխողովակ","спускной","C1","verb","9267"
"attendant","ուղեկցող, սպասարկող","служитель","C1","noun","9268"
"supplemented","լրացում, հավելում, հավելված","приложение","C1","verb","9269"
"plantations","տնկադաշտ","плантация","C1","noun","9270"
"brains","ուղեղ","голова","C1","noun","9271"
"mold","mold","mold","C1","noun","9272"
"peking","peking","peking","C1","verb","9273"
"blamed","մեղադրանք, կշտամբանք, հանցանք","осуждение","C1","verb","9274"
"mc","mc","mc","C1","noun","9275"
"breadth","լայնություն","ширина","C1","noun","9276"
"positioned","դիրք, տեղ, տեղադրություն","место","C1","verb","9277"
"averaged","միջինթիվըդուրսբերել","среднестатистический","C1","verb","9278"
"retarded","հետամնաց, թերզարգացած","отсталый","C1","adjective","9279"
"exceedingly","չափազանց, չափիցդուրս, ծայրահեղ","зело","C1","adverb","9280"
"craig","craig","craig","C1","noun","9281"
"graft","պատվաստում, տնկաշիվ","побег","C1","noun","9282"
"longing","բուռնցանկություն, ձգտում, կարոտ","желание","C1","noun","9283"
"uniformly","համազգեստ","равномерно","C1","adverb","9284"
"rd","rd","rd","C1","noun","9285"
"ottawa","ottawa","ottawa","C1","noun","9286"
"heels","կրունկ, գարշապար","крениться","C1","noun","9287"
"timely","պատեհաժամ, ժամանակինարված","актуальный","C1","adjective","9288"
"motif","հիմնականմիտք/մեղեդի","мотив","C1","noun","9289"
"mixtures","խառնուրդ, խառնում","смесь","C1","noun","9290"
"seize","բռնել, ճանկել","конфисковать","C1","verb","9291"
"oscar","oscar","oscar","C1","noun","9292"
"coherence","կապակցվածություն","связность","C1","noun","9293"
"analog","analog","analog","C1","noun","9294"
"bee","մեղու","пчела","C1","noun","9295"
"amy","amy","amy","C1","noun","9296"
"ammunition","զինամթերք, ռազմամթերք","боеприпасы","C1","noun","9297"
"facilitated","հեշտացնել, թեթևացնել, աջակցել","облегчить","C1","verb","9298"
"terrace","սանդղափուլ, տեռաս","терраса","C1","noun","9299"
"scored","մրզ","счёт","C1","verb","9300"
"klein","klein","klein","C1","noun","9301"
"spectacle","տեսարան, պատկեր","зрелище","C1","noun","9302"
"intervene","միջամտել, խառնըվել","вмешиваться","C1","verb","9303"
"specialization","specialization","специализация","C1","noun","9304"
"specifies","ճշտել, հատկությունըորոշել","специфицировать","C1","noun","9305"
"splitting","սաստիկ, ուժեղ","раскалывание","C1","adjective","9306"
"stein","stein","stein","C1","noun","9307"
"steering","ղեկակառավարում","рулевой","C1","noun","9308"
"clue","բանալի (գաղտնիքի)","ключ","C1","noun","9309"
"endowed","ապահովելմշտականեկամուտով","наградить","C1","verb","9310"
"patents","արտոնագիր, դիպլոմ","патент","C1","noun","9311"
"dozens","դյուժին (12հատ)","десяток","C1","noun","9312"
"densities","խտություն, թանձրություն","плотность","C1","noun","9313"
"punish","պատժել, տույժիենթարկել","наказать","C1","verb","9314"
"ibn","ibn","ibn","C1","noun","9315"
"charging","լիցք, բեռնավորում","зарядка","C1","verb","9316"
"ceramic","կավե","керамический","C1","adjective","9317"
"qualification","որակավորում, աստիճան, վերապահում","квалификация","C1","noun","9318"
"cleaned","մաքուր","начисто","C1","verb","9319"
"polymers","polymers","полимеры","C1","noun","9320"
"missiles","հրթիռ","ракета","C1","noun","9321"
"homeland","հայրենիք","родина","C1","noun","9322"
"genuinely","իսկական, անխարդախ","настоящий","C1","adverb","9323"
"neutrality","չեզոքություն (նաևքղք","нейтралитет","C1","noun","9324"
"snapped","snapped","snapped","C1","verb","9325"
"nowadays","ներկայումս, մերօրերում","теперь","C1","adverb","9326"
"coincidence","համընկնում, զուգադիպություն","совпадение","C1","noun","9327"
"leslie","leslie","leslie","C1","noun","9328"
"ja","ja","ja","C1","noun","9329"
"crust","կեղև","кора","C1","noun","9330"
"monitored","դասարանի/խմբիավագ","монитор","C1","verb","9331"
"fighter","մարտիկ","боец","C1","noun","9332"
"halfway","halfway","посредине","C1","noun","9333"
"fertilizer","պարարտանյութ","удобрение","C1","noun","9334"
"selfish","եսասիրական","эгоистичный","C1","adjective","9335"
"formulate","ձևակերպել, սահմանել, շարադրել","сформулировать","C1","verb","9336"
"fin","լողակ, լողաթև","киль","C1","noun","9337"
"rounds","շրջան, շրջանագիծ","вокруг","C1","noun","9338"
"poorer","poorer","poorer","C1","noun","9339"
"neighbouring","հարևան, մոտիկ, հարակից","соседний","C1","adjective","9340"
"methodist","methodist","methodist","C1","noun","9341"
"abc","այբուբեն","аз","C1","noun","9342"
"brooklyn","brooklyn","brooklyn","C1","noun","9343"
"articulate","հոդաբաշխ, պարզ","суставной","C1","adjective","9344"
"moist","խոնավ, թացավուն","мокрый","C1","adjective","9345"
"pseudo","կեղծ","pseudo","C1","adjective","9346"
"suffrage","ընտրականիրավունք, ձայնիիրավունք","suffrage","C1","noun","9347"
"laborers","laborers","laborers","C1","noun","9348"
"toilet","զգեստ, հագուստ","туалет","C1","noun","9349"
"boot","կոշիկ","сапог","C1","noun","9350"
"stripped","stripped","stripped","C1","verb","9351"
"precautions","նախազգուշություն, նախազգուշացում","профилактика","C1","noun","9352"
"consecutive","հաջորդական, հետևողական","последовательный","C1","adjective","9353"
"insists","պնդել, համառել","настаивать","C1","noun","9354"
"noticeable","նկատելի, աչքիընկնող, ակնառու","заметный","C1","adjective","9355"
"warn","զգուշացնել, նախազգուշացնել նախազգուշացնել","предупредить","C1","verb","9356"
"ballet","բալետ","феерия","C1","noun","9357"
"vitality","կենսունակություն, կենսականուժեր","живучесть","C1","noun","9358"
"daring","համարձակ, խիզախ","дерзость","C1","adjective","9359"
